amazon-order-id,buyer-name,sku,item-price,purchase-date,return-date
AMZ-6913,NormalShopper_79,SKU-BOOK-359,45.00,2026-02-01T12:00:00Z,
AMZ-6930,NormalShopper_84,SKU-BOOK-746,19.00,2025-12-13T12:00:00Z,
AMZ-7004,NormalShopper_102,SKU-BOOK-964,45.00,2026-01-04T12:00:00Z,
AMZ-5261,SerialAbuser_27,SKU-SHIRT-854,62.00,2026-02-13T12:00:00Z,2026-02-13T12:00:00Z
AMZ-6065,SerialAbuser_108,SKU-SHIRT-656,78.00,2025-12-21T12:00:00Z,2025-12-22T12:00:00Z
AMZ-6021,SerialAbuser_104,SKU-SHIRT-657,83.00,2026-02-06T12:00:00Z,
AMZ-6728,NormalShopper_36,SKU-BOOK-810,21.00,2026-01-31T12:00:00Z,
AMZ-6053,SerialAbuser_107,SKU-SHIRT-381,147.00,2026-01-04T12:00:00Z,2026-01-04T12:00:00Z
AMZ-7382,NormalShopper_194,SKU-BOOK-353,22.00,2026-01-10T12:00:00Z,
AMZ-5986,SerialAbuser_100,SKU-SHIRT-497,103.00,2026-01-07T12:00:00Z,2026-01-09T12:00:00Z
AMZ-7376,NormalShopper_193,SKU-BOOK-922,38.00,2025-12-20T12:00:00Z,
AMZ-5052,SerialAbuser_6,SKU-SHIRT-685,55.00,2026-01-04T12:00:00Z,2026-01-05T12:00:00Z
AMZ-6951,NormalShopper_89,SKU-BOOK-764,18.00,2026-01-06T12:00:00Z,2026-01-20T12:00:00Z
AMZ-6825,NormalShopper_58,SKU-BOOK-762,43.00,2026-01-18T12:00:00Z,
AMZ-7173,NormalShopper_142,SKU-BOOK-333,44.00,2025-12-29T12:00:00Z,2026-01-05T12:00:00Z
AMZ-6505,NewFraudster_11,SKU-MACBOOK-190,2953.00,2026-02-23T12:00:00Z,2026-02-24T12:00:00Z
AMZ-7529,NormalShopper_229,SKU-BOOK-570,17.00,2025-12-06T12:00:00Z,
AMZ-6812,NormalShopper_55,SKU-BOOK-985,41.00,2026-02-01T12:00:00Z,2026-02-09T12:00:00Z
AMZ-6409,SerialAbuser_143,SKU-SHIRT-678,133.00,2025-12-10T12:00:00Z,2025-12-11T12:00:00Z
AMZ-7584,NormalShopper_244,SKU-BOOK-804,11.00,2026-01-09T12:00:00Z,
AMZ-5804,SerialAbuser_83,SKU-SHIRT-424,146.00,2026-02-02T12:00:00Z,2026-02-02T12:00:00Z
AMZ-7209,NormalShopper_149,SKU-BOOK-914,38.00,2026-01-21T12:00:00Z,
AMZ-5523,SerialAbuser_53,SKU-SHIRT-828,69.00,2026-01-22T12:00:00Z,2026-01-22T12:00:00Z
AMZ-7661,NormalShopper_263,SKU-BOOK-998,34.00,2025-12-22T12:00:00Z,
AMZ-5825,SerialAbuser_85,SKU-SHIRT-917,126.00,2026-01-08T12:00:00Z,
AMZ-6743,NormalShopper_40,SKU-BOOK-233,44.00,2026-01-07T12:00:00Z,
AMZ-6252,SerialAbuser_126,SKU-SHIRT-494,98.00,2026-01-18T12:00:00Z,2026-01-20T12:00:00Z
AMZ-7336,NormalShopper_184,SKU-BOOK-641,26.00,2025-12-20T12:00:00Z,2025-12-27T12:00:00Z
AMZ-6835,NormalShopper_60,SKU-BOOK-966,29.00,2026-01-05T12:00:00Z,
AMZ-6984,NormalShopper_98,SKU-BOOK-253,37.00,2026-02-02T12:00:00Z,
AMZ-5871,SerialAbuser_89,SKU-SHIRT-107,100.00,2026-02-23T12:00:00Z,2026-02-25T12:00:00Z
AMZ-7178,NormalShopper_143,SKU-BOOK-893,16.00,2025-12-16T12:00:00Z,
AMZ-7366,NormalShopper_191,SKU-BOOK-140,43.00,2025-12-24T12:00:00Z,
AMZ-6328,SerialAbuser_134,SKU-SHIRT-813,58.00,2026-02-05T12:00:00Z,2026-02-05T12:00:00Z
AMZ-7644,NormalShopper_258,SKU-BOOK-939,31.00,2026-01-02T12:00:00Z,
AMZ-7179,NormalShopper_143,SKU-BOOK-760,15.00,2025-12-26T12:00:00Z,
AMZ-7257,NormalShopper_163,SKU-BOOK-750,19.00,2026-02-12T12:00:00Z,
AMZ-5231,SerialAbuser_24,SKU-SHIRT-770,100.00,2025-12-28T12:00:00Z,2025-12-30T12:00:00Z
AMZ-6449,SerialAbuser_146,SKU-SHIRT-987,64.00,2026-01-14T12:00:00Z,2026-01-14T12:00:00Z
AMZ-6468,SerialAbuser_148,SKU-SHIRT-464,100.00,2026-02-19T12:00:00Z,2026-02-19T12:00:00Z
AMZ-6434,SerialAbuser_145,SKU-SHIRT-318,113.00,2026-02-13T12:00:00Z,2026-02-15T12:00:00Z
AMZ-7622,NormalShopper_252,SKU-BOOK-368,30.00,2026-01-04T12:00:00Z,
AMZ-7422,NormalShopper_202,SKU-BOOK-957,39.00,2025-12-25T12:00:00Z,
AMZ-5031,SerialAbuser_4,SKU-SHIRT-911,101.00,2026-01-30T12:00:00Z,2026-01-30T12:00:00Z
AMZ-5867,SerialAbuser_89,SKU-SHIRT-231,108.00,2025-12-18T12:00:00Z,2025-12-19T12:00:00Z
AMZ-6626,NormalShopper_10,SKU-BOOK-314,10.00,2026-01-14T12:00:00Z,
AMZ-5328,SerialAbuser_34,SKU-SHIRT-339,97.00,2026-01-17T12:00:00Z,2026-01-19T12:00:00Z
AMZ-5476,SerialAbuser_48,SKU-SHIRT-855,47.00,2026-01-09T12:00:00Z,2026-01-09T12:00:00Z
AMZ-6004,SerialAbuser_102,SKU-SHIRT-470,98.00,2026-01-02T12:00:00Z,2026-01-04T12:00:00Z
AMZ-6622,NormalShopper_9,SKU-BOOK-420,15.00,2025-12-10T12:00:00Z,
AMZ-6139,SerialAbuser_115,SKU-SHIRT-432,137.00,2026-02-04T12:00:00Z,2026-02-05T12:00:00Z
AMZ-6400,SerialAbuser_142,SKU-SHIRT-755,42.00,2026-01-15T12:00:00Z,2026-01-17T12:00:00Z
AMZ-5169,SerialAbuser_18,SKU-SHIRT-653,150.00,2026-02-07T12:00:00Z,2026-02-07T12:00:00Z
AMZ-7513,NormalShopper_225,SKU-BOOK-775,28.00,2025-12-19T12:00:00Z,
AMZ-7319,NormalShopper_179,SKU-BOOK-347,25.00,2026-01-24T12:00:00Z,
AMZ-6215,SerialAbuser_123,SKU-SHIRT-250,119.00,2026-01-22T12:00:00Z,2026-01-24T12:00:00Z
AMZ-7711,NormalShopper_274,SKU-BOOK-599,44.00,2026-01-03T12:00:00Z,2026-01-14T12:00:00Z
AMZ-7491,NormalShopper_219,SKU-BOOK-798,15.00,2026-01-06T12:00:00Z,
AMZ-7646,NormalShopper_258,SKU-BOOK-276,49.00,2026-01-08T12:00:00Z,
AMZ-6593,NewFraudster_99,SKU-MACBOOK-858,2400.00,2026-02-27T12:00:00Z,2026-02-28T12:00:00Z
AMZ-7501,NormalShopper_222,SKU-BOOK-855,43.00,2025-12-15T12:00:00Z,
AMZ-6560,NewFraudster_66,SKU-MACBOOK-810,2365.00,2026-02-19T12:00:00Z,2026-02-20T12:00:00Z
AMZ-5820,SerialAbuser_84,SKU-SHIRT-872,73.00,2026-01-24T12:00:00Z,2026-01-24T12:00:00Z
AMZ-6048,SerialAbuser_107,SKU-SHIRT-639,40.00,2026-01-02T12:00:00Z,2026-01-02T12:00:00Z
AMZ-6882,NormalShopper_72,SKU-BOOK-549,32.00,2025-12-23T12:00:00Z,
AMZ-7070,NormalShopper_117,SKU-BOOK-882,46.00,2026-02-02T12:00:00Z,
AMZ-5529,SerialAbuser_54,SKU-SHIRT-217,149.00,2026-01-18T12:00:00Z,2026-01-18T12:00:00Z
AMZ-6019,SerialAbuser_104,SKU-SHIRT-999,91.00,2025-12-13T12:00:00Z,2025-12-13T12:00:00Z
AMZ-6561,NewFraudster_67,SKU-MACBOOK-677,2799.00,2026-02-27T12:00:00Z,2026-02-28T12:00:00Z
AMZ-6708,NormalShopper_32,SKU-BOOK-950,10.00,2026-01-29T12:00:00Z,
AMZ-5152,SerialAbuser_16,SKU-SHIRT-704,146.00,2025-12-22T12:00:00Z,2025-12-22T12:00:00Z
AMZ-5815,SerialAbuser_83,SKU-SHIRT-563,122.00,2026-01-28T12:00:00Z,2026-01-29T12:00:00Z
AMZ-7514,NormalShopper_225,SKU-BOOK-820,25.00,2026-01-11T12:00:00Z,
AMZ-6470,SerialAbuser_148,SKU-SHIRT-695,133.00,2026-02-08T12:00:00Z,2026-02-10T12:00:00Z
AMZ-7086,NormalShopper_122,SKU-BOOK-971,33.00,2026-02-06T12:00:00Z,
AMZ-6074,SerialAbuser_109,SKU-SHIRT-961,99.00,2025-12-18T12:00:00Z,2025-12-20T12:00:00Z
AMZ-7196,NormalShopper_147,SKU-BOOK-624,11.00,2026-01-29T12:00:00Z,2026-02-04T12:00:00Z
AMZ-7742,NormalShopper_281,SKU-BOOK-779,26.00,2026-01-23T12:00:00Z,
AMZ-5980,SerialAbuser_100,SKU-SHIRT-562,85.00,2026-01-24T12:00:00Z,2026-01-24T12:00:00Z
AMZ-7582,NormalShopper_244,SKU-BOOK-840,35.00,2026-01-29T12:00:00Z,
AMZ-7724,NormalShopper_277,SKU-BOOK-306,10.00,2026-02-04T12:00:00Z,
AMZ-5030,SerialAbuser_3,SKU-SHIRT-888,115.00,2025-12-12T12:00:00Z,2025-12-12T12:00:00Z
AMZ-5015,SerialAbuser_2,SKU-SHIRT-442,103.00,2026-01-19T12:00:00Z,2026-01-19T12:00:00Z
AMZ-5563,SerialAbuser_57,SKU-SHIRT-500,81.00,2026-02-05T12:00:00Z,2026-02-05T12:00:00Z
AMZ-6439,SerialAbuser_145,SKU-SHIRT-781,66.00,2026-01-05T12:00:00Z,2026-01-06T12:00:00Z
AMZ-6871,NormalShopper_70,SKU-BOOK-505,41.00,2026-01-31T12:00:00Z,
AMZ-7323,NormalShopper_180,SKU-BOOK-118,37.00,2026-01-22T12:00:00Z,
AMZ-7468,NormalShopper_213,SKU-BOOK-479,47.00,2025-12-12T12:00:00Z,2025-12-17T12:00:00Z
AMZ-7012,NormalShopper_104,SKU-BOOK-141,34.00,2026-01-06T12:00:00Z,2026-01-12T12:00:00Z
AMZ-5159,SerialAbuser_17,SKU-SHIRT-929,82.00,2026-01-19T12:00:00Z,
AMZ-7363,NormalShopper_190,SKU-BOOK-643,37.00,2025-12-31T12:00:00Z,
AMZ-6455,SerialAbuser_147,SKU-SHIRT-343,76.00,2026-02-21T12:00:00Z,2026-02-21T12:00:00Z
AMZ-6296,SerialAbuser_131,SKU-SHIRT-334,141.00,2026-02-17T12:00:00Z,2026-02-17T12:00:00Z
AMZ-6120,SerialAbuser_114,SKU-SHIRT-200,87.00,2026-01-10T12:00:00Z,2026-01-12T12:00:00Z
AMZ-5190,SerialAbuser_20,SKU-SHIRT-712,128.00,2026-01-28T12:00:00Z,2026-01-28T12:00:00Z
AMZ-5531,SerialAbuser_54,SKU-SHIRT-560,94.00,2025-12-18T12:00:00Z,2025-12-20T12:00:00Z
AMZ-6474,SerialAbuser_149,SKU-SHIRT-410,47.00,2026-01-16T12:00:00Z,2026-01-16T12:00:00Z
AMZ-5593,SerialAbuser_61,SKU-SHIRT-701,130.00,2026-01-24T12:00:00Z,2026-01-26T12:00:00Z
AMZ-7772,NormalShopper_288,SKU-BOOK-102,20.00,2025-12-11T12:00:00Z,
AMZ-5406,SerialAbuser_41,SKU-SHIRT-364,64.00,2026-01-03T12:00:00Z,2026-01-04T12:00:00Z
AMZ-6552,NewFraudster_58,SKU-MACBOOK-143,2134.00,2026-02-20T12:00:00Z,2026-02-21T12:00:00Z
AMZ-5552,SerialAbuser_56,SKU-SHIRT-897,66.00,2026-01-03T12:00:00Z,2026-01-04T12:00:00Z
AMZ-6866,NormalShopper_69,SKU-BOOK-839,50.00,2026-01-02T12:00:00Z,
AMZ-7634,NormalShopper_255,SKU-BOOK-675,32.00,2026-01-05T12:00:00Z,
AMZ-7069,NormalShopper_117,SKU-BOOK-163,44.00,2026-01-22T12:00:00Z,
AMZ-6398,SerialAbuser_141,SKU-SHIRT-663,110.00,2026-01-25T12:00:00Z,2026-01-27T12:00:00Z
AMZ-7374,NormalShopper_193,SKU-BOOK-261,32.00,2026-01-29T12:00:00Z,
AMZ-6219,SerialAbuser_123,SKU-SHIRT-369,66.00,2025-12-17T12:00:00Z,2025-12-18T12:00:00Z
AMZ-5583,SerialAbuser_60,SKU-SHIRT-307,96.00,2025-12-31T12:00:00Z,2025-12-31T12:00:00Z
AMZ-7136,NormalShopper_133,SKU-BOOK-161,25.00,2026-01-28T12:00:00Z,
AMZ-6064,SerialAbuser_108,SKU-SHIRT-475,108.00,2025-12-17T12:00:00Z,
AMZ-7568,NormalShopper_240,SKU-BOOK-261,46.00,2025-12-18T12:00:00Z,
AMZ-5642,SerialAbuser_66,SKU-SHIRT-983,84.00,2025-12-31T12:00:00Z,2026-01-01T12:00:00Z
AMZ-6135,SerialAbuser_115,SKU-SHIRT-639,45.00,2026-02-09T12:00:00Z,2026-02-10T12:00:00Z
AMZ-7204,NormalShopper_148,SKU-BOOK-766,16.00,2026-01-19T12:00:00Z,
AMZ-6901,NormalShopper_77,SKU-BOOK-673,29.00,2025-12-07T12:00:00Z,
AMZ-7396,NormalShopper_197,SKU-BOOK-760,27.00,2025-12-31T12:00:00Z,
AMZ-5548,SerialAbuser_56,SKU-SHIRT-126,42.00,2026-02-20T12:00:00Z,2026-02-21T12:00:00Z
AMZ-5918,SerialAbuser_94,SKU-SHIRT-466,40.00,2025-12-24T12:00:00Z,2025-12-26T12:00:00Z
AMZ-6495,NewFraudster_1,SKU-MACBOOK-359,2332.00,2026-02-18T12:00:00Z,2026-02-19T12:00:00Z
AMZ-5411,SerialAbuser_42,SKU-SHIRT-811,59.00,2026-01-15T12:00:00Z,2026-01-17T12:00:00Z
AMZ-6639,NormalShopper_13,SKU-BOOK-191,44.00,2026-01-31T12:00:00Z,
AMZ-5961,SerialAbuser_98,SKU-SHIRT-645,111.00,2026-01-22T12:00:00Z,2026-01-22T12:00:00Z
AMZ-5839,SerialAbuser_86,SKU-SHIRT-784,98.00,2026-02-07T12:00:00Z,2026-02-09T12:00:00Z
AMZ-5401,SerialAbuser_41,SKU-SHIRT-799,90.00,2025-12-30T12:00:00Z,2026-01-01T12:00:00Z
AMZ-5687,SerialAbuser_71,SKU-SHIRT-213,48.00,2025-12-31T12:00:00Z,2025-12-31T12:00:00Z
AMZ-6900,NormalShopper_77,SKU-BOOK-236,27.00,2025-12-06T12:00:00Z,
AMZ-5358,SerialAbuser_37,SKU-SHIRT-856,129.00,2025-12-10T12:00:00Z,2025-12-10T12:00:00Z
AMZ-5512,SerialAbuser_52,SKU-SHIRT-754,127.00,2026-01-17T12:00:00Z,2026-01-18T12:00:00Z
AMZ-6422,SerialAbuser_144,SKU-SHIRT-510,73.00,2026-02-23T12:00:00Z,2026-02-23T12:00:00Z
AMZ-6506,NewFraudster_12,SKU-MACBOOK-127,1964.00,2026-02-20T12:00:00Z,2026-02-21T12:00:00Z
AMZ-7095,NormalShopper_125,SKU-BOOK-250,24.00,2026-01-28T12:00:00Z,
AMZ-7230,NormalShopper_154,SKU-BOOK-249,12.00,2026-01-28T12:00:00Z,
AMZ-6574,NewFraudster_80,SKU-MACBOOK-194,2297.00,2026-02-21T12:00:00Z,2026-02-22T12:00:00Z
AMZ-7747,NormalShopper_283,SKU-BOOK-685,23.00,2025-12-16T12:00:00Z,
AMZ-7175,NormalShopper_142,SKU-BOOK-220,20.00,2025-12-07T12:00:00Z,
AMZ-5150,SerialAbuser_16,SKU-SHIRT-933,95.00,2026-02-05T12:00:00Z,2026-02-06T12:00:00Z
AMZ-5897,SerialAbuser_92,SKU-SHIRT-104,129.00,2026-02-01T12:00:00Z,2026-02-03T12:00:00Z
AMZ-5475,SerialAbuser_48,SKU-SHIRT-740,136.00,2026-02-15T12:00:00Z,2026-02-16T12:00:00Z
AMZ-6640,NormalShopper_13,SKU-BOOK-389,35.00,2026-02-01T12:00:00Z,
AMZ-5220,SerialAbuser_23,SKU-SHIRT-927,100.00,2025-12-13T12:00:00Z,2025-12-13T12:00:00Z
AMZ-5183,SerialAbuser_19,SKU-SHIRT-403,83.00,2026-02-22T12:00:00Z,2026-02-23T12:00:00Z
AMZ-7483,NormalShopper_217,SKU-BOOK-703,42.00,2025-12-31T12:00:00Z,
AMZ-7704,NormalShopper_273,SKU-BOOK-156,50.00,2025-12-14T12:00:00Z,
AMZ-6131,SerialAbuser_115,SKU-SHIRT-547,74.00,2026-01-26T12:00:00Z,2026-01-28T12:00:00Z
AMZ-7551,NormalShopper_235,SKU-BOOK-392,30.00,2025-12-31T12:00:00Z,
AMZ-5126,SerialAbuser_13,SKU-SHIRT-939,75.00,2026-01-21T12:00:00Z,
AMZ-6623,NormalShopper_9,SKU-BOOK-880,36.00,2026-01-23T12:00:00Z,2026-02-05T12:00:00Z
AMZ-6314,SerialAbuser_133,SKU-SHIRT-513,145.00,2026-01-04T12:00:00Z,2026-01-06T12:00:00Z
AMZ-7688,NormalShopper_268,SKU-BOOK-391,15.00,2026-01-18T12:00:00Z,
AMZ-6346,SerialAbuser_136,SKU-SHIRT-349,58.00,2026-01-15T12:00:00Z,2026-01-17T12:00:00Z
AMZ-5824,SerialAbuser_84,SKU-SHIRT-946,61.00,2026-02-17T12:00:00Z,2026-02-19T12:00:00Z
AMZ-7624,NormalShopper_253,SKU-BOOK-789,25.00,2026-02-09T12:00:00Z,
AMZ-7564,NormalShopper_238,SKU-BOOK-194,43.00,2026-01-18T12:00:00Z,
AMZ-6948,NormalShopper_89,SKU-BOOK-300,48.00,2026-01-27T12:00:00Z,
AMZ-6360,SerialAbuser_137,SKU-SHIRT-994,110.00,2026-01-23T12:00:00Z,
AMZ-5677,SerialAbuser_70,SKU-SHIRT-275,140.00,2026-01-08T12:00:00Z,2026-01-08T12:00:00Z
AMZ-5929,SerialAbuser_95,SKU-SHIRT-296,99.00,2026-02-04T12:00:00Z,2026-02-05T12:00:00Z
AMZ-7048,NormalShopper_112,SKU-BOOK-198,30.00,2025-12-21T12:00:00Z,
AMZ-7562,NormalShopper_238,SKU-BOOK-679,30.00,2025-12-31T12:00:00Z,
AMZ-6023,SerialAbuser_104,SKU-SHIRT-494,70.00,2025-12-15T12:00:00Z,2025-12-17T12:00:00Z
AMZ-6245,SerialAbuser_126,SKU-SHIRT-109,66.00,2025-12-25T12:00:00Z,2025-12-26T12:00:00Z
AMZ-5934,SerialAbuser_95,SKU-SHIRT-207,143.00,2025-12-28T12:00:00Z,2025-12-28T12:00:00Z
AMZ-6291,SerialAbuser_131,SKU-SHIRT-619,40.00,2026-01-14T12:00:00Z,2026-01-16T12:00:00Z
AMZ-5235,SerialAbuser_24,SKU-SHIRT-118,48.00,2026-01-17T12:00:00Z,2026-01-18T12:00:00Z
AMZ-7705,NormalShopper_273,SKU-BOOK-908,36.00,2025-12-10T12:00:00Z,
AMZ-7576,NormalShopper_242,SKU-BOOK-587,10.00,2026-02-09T12:00:00Z,
AMZ-5641,SerialAbuser_66,SKU-SHIRT-746,94.00,2025-12-13T12:00:00Z,2025-12-15T12:00:00Z
AMZ-5393,SerialAbuser_40,SKU-SHIRT-779,92.00,2026-02-14T12:00:00Z,2026-02-16T12:00:00Z
AMZ-6462,SerialAbuser_147,SKU-SHIRT-274,107.00,2026-02-18T12:00:00Z,2026-02-19T12:00:00Z
AMZ-7056,NormalShopper_115,SKU-BOOK-956,24.00,2026-02-06T12:00:00Z,
AMZ-5343,SerialAbuser_35,SKU-SHIRT-582,140.00,2026-01-03T12:00:00Z,2026-01-05T12:00:00Z
AMZ-7490,NormalShopper_219,SKU-BOOK-509,20.00,2026-01-18T12:00:00Z,
AMZ-5909,SerialAbuser_93,SKU-SHIRT-983,57.00,2026-01-25T12:00:00Z,2026-01-27T12:00:00Z
AMZ-6916,NormalShopper_80,SKU-BOOK-937,26.00,2026-01-02T12:00:00Z,2026-01-10T12:00:00Z
AMZ-5566,SerialAbuser_58,SKU-SHIRT-858,75.00,2025-12-16T12:00:00Z,2025-12-16T12:00:00Z
AMZ-7059,NormalShopper_116,SKU-BOOK-204,50.00,2026-01-05T12:00:00Z,
AMZ-5039,SerialAbuser_4,SKU-SHIRT-307,92.00,2025-12-18T12:00:00Z,2025-12-18T12:00:00Z
AMZ-6232,SerialAbuser_125,SKU-SHIRT-618,132.00,2026-01-24T12:00:00Z,2026-01-26T12:00:00Z
AMZ-5217,SerialAbuser_22,SKU-SHIRT-336,140.00,2026-01-07T12:00:00Z,
AMZ-5325,SerialAbuser_33,SKU-SHIRT-629,107.00,2025-12-10T12:00:00Z,
AMZ-7618,NormalShopper_252,SKU-BOOK-261,19.00,2026-01-27T12:00:00Z,
AMZ-7428,NormalShopper_205,SKU-BOOK-715,10.00,2026-01-21T12:00:00Z,2026-02-05T12:00:00Z
AMZ-7456,NormalShopper_211,SKU-BOOK-944,36.00,2026-01-24T12:00:00Z,
AMZ-7342,NormalShopper_185,SKU-BOOK-742,10.00,2026-01-05T12:00:00Z,
AMZ-5416,SerialAbuser_42,SKU-SHIRT-200,56.00,2026-02-04T12:00:00Z,2026-02-06T12:00:00Z
AMZ-5955,SerialAbuser_97,SKU-SHIRT-568,44.00,2026-01-31T12:00:00Z,2026-02-01T12:00:00Z
AMZ-5927,SerialAbuser_95,SKU-SHIRT-456,102.00,2025-12-15T12:00:00Z,2025-12-15T12:00:00Z
AMZ-5826,SerialAbuser_85,SKU-SHIRT-448,138.00,2026-01-08T12:00:00Z,2026-01-10T12:00:00Z
AMZ-7802,NormalShopper_297,SKU-BOOK-736,36.00,2026-01-03T12:00:00Z,
AMZ-6356,SerialAbuser_137,SKU-SHIRT-779,48.00,2026-01-09T12:00:00Z,2026-01-11T12:00:00Z
AMZ-7532,NormalShopper_230,SKU-BOOK-985,18.00,2026-01-03T12:00:00Z,
AMZ-5398,SerialAbuser_41,SKU-SHIRT-478,109.00,2025-12-21T12:00:00Z,2025-12-21T12:00:00Z
AMZ-6705,NormalShopper_31,SKU-BOOK-681,34.00,2026-02-02T12:00:00Z,
AMZ-5100,SerialAbuser_11,SKU-SHIRT-966,46.00,2026-01-27T12:00:00Z,2026-01-29T12:00:00Z
AMZ-6946,NormalShopper_88,SKU-BOOK-174,42.00,2026-02-08T12:00:00Z,2026-02-16T12:00:00Z
AMZ-5732,SerialAbuser_76,SKU-SHIRT-237,95.00,2026-02-13T12:00:00Z,2026-02-13T12:00:00Z
AMZ-5345,SerialAbuser_35,SKU-SHIRT-783,112.00,2026-01-28T12:00:00Z,2026-01-29T12:00:00Z
AMZ-7373,NormalShopper_192,SKU-BOOK-635,16.00,2025-12-16T12:00:00Z,
AMZ-5670,SerialAbuser_69,SKU-SHIRT-920,99.00,2026-01-17T12:00:00Z,2026-01-19T12:00:00Z
AMZ-7579,NormalShopper_243,SKU-BOOK-870,34.00,2025-12-14T12:00:00Z,
AMZ-6292,SerialAbuser_131,SKU-SHIRT-104,108.00,2025-12-20T12:00:00Z,2025-12-20T12:00:00Z
AMZ-6127,SerialAbuser_114,SKU-SHIRT-501,141.00,2026-01-13T12:00:00Z,2026-01-15T12:00:00Z
AMZ-6584,NewFraudster_90,SKU-MACBOOK-876,2155.00,2026-02-24T12:00:00Z,2026-02-25T12:00:00Z
AMZ-7615,NormalShopper_251,SKU-BOOK-972,38.00,2026-01-15T12:00:00Z,2026-01-21T12:00:00Z
AMZ-7344,NormalShopper_185,SKU-BOOK-769,37.00,2026-02-01T12:00:00Z,
AMZ-7269,NormalShopper_166,SKU-BOOK-981,22.00,2026-01-05T12:00:00Z,
AMZ-7293,NormalShopper_173,SKU-BOOK-164,27.00,2026-01-30T12:00:00Z,
AMZ-5003,SerialAbuser_1,SKU-SHIRT-517,135.00,2026-01-19T12:00:00Z,2026-01-21T12:00:00Z
AMZ-7174,NormalShopper_142,SKU-BOOK-724,50.00,2026-01-11T12:00:00Z,
AMZ-6259,SerialAbuser_127,SKU-SHIRT-458,73.00,2025-12-18T12:00:00Z,2025-12-18T12:00:00Z
AMZ-6831,NormalShopper_59,SKU-BOOK-659,48.00,2025-12-23T12:00:00Z,
AMZ-5709,SerialAbuser_73,SKU-SHIRT-760,46.00,2026-01-06T12:00:00Z,2026-01-07T12:00:00Z
AMZ-7272,NormalShopper_167,SKU-BOOK-858,37.00,2026-01-23T12:00:00Z,
AMZ-6435,SerialAbuser_145,SKU-SHIRT-373,138.00,2025-12-31T12:00:00Z,2026-01-01T12:00:00Z
AMZ-7050,NormalShopper_113,SKU-BOOK-470,38.00,2026-02-11T12:00:00Z,
AMZ-5488,SerialAbuser_50,SKU-SHIRT-668,136.00,2026-01-03T12:00:00Z,2026-01-04T12:00:00Z
AMZ-7604,NormalShopper_249,SKU-BOOK-288,10.00,2025-12-26T12:00:00Z,
AMZ-5287,SerialAbuser_29,SKU-SHIRT-785,62.00,2025-12-29T12:00:00Z,2025-12-30T12:00:00Z
AMZ-6282,SerialAbuser_130,SKU-SHIRT-600,54.00,2026-01-21T12:00:00Z,2026-01-21T12:00:00Z
AMZ-5232,SerialAbuser_24,SKU-SHIRT-856,56.00,2026-01-04T12:00:00Z,2026-01-05T12:00:00Z
AMZ-5971,SerialAbuser_99,SKU-SHIRT-443,64.00,2026-01-13T12:00:00Z,
AMZ-7463,NormalShopper_212,SKU-BOOK-307,26.00,2026-02-06T12:00:00Z,
AMZ-5530,SerialAbuser_54,SKU-SHIRT-187,45.00,2026-01-31T12:00:00Z,
AMZ-7294,NormalShopper_173,SKU-BOOK-724,21.00,2025-12-25T12:00:00Z,
AMZ-5073,SerialAbuser_8,SKU-SHIRT-741,90.00,2025-12-16T12:00:00Z,2025-12-16T12:00:00Z
AMZ-6302,SerialAbuser_132,SKU-SHIRT-657,123.00,2026-01-03T12:00:00Z,2026-01-05T12:00:00Z
AMZ-5578,SerialAbuser_59,SKU-SHIRT-858,92.00,2026-01-31T12:00:00Z,2026-02-02T12:00:00Z
AMZ-6843,NormalShopper_62,SKU-BOOK-318,34.00,2025-12-29T12:00:00Z,
AMZ-6890,NormalShopper_74,SKU-BOOK-587,17.00,2026-01-09T12:00:00Z,
AMZ-5083,SerialAbuser_9,SKU-SHIRT-194,116.00,2025-12-24T12:00:00Z,2025-12-26T12:00:00Z
AMZ-6864,NormalShopper_68,SKU-BOOK-992,28.00,2025-12-25T12:00:00Z,
AMZ-6218,SerialAbuser_123,SKU-SHIRT-744,110.00,2026-02-07T12:00:00Z,2026-02-08T12:00:00Z
AMZ-7340,NormalShopper_185,SKU-BOOK-155,29.00,2026-01-17T12:00:00Z,
AMZ-7451,NormalShopper_210,SKU-BOOK-569,21.00,2025-12-29T12:00:00Z,
AMZ-6912,NormalShopper_79,SKU-BOOK-896,46.00,2025-12-23T12:00:00Z,
AMZ-6596,NormalShopper_1,SKU-BOOK-963,23.00,2025-12-14T12:00:00Z,2025-12-22T12:00:00Z
AMZ-6107,SerialAbuser_112,SKU-SHIRT-150,129.00,2025-12-21T12:00:00Z,2025-12-23T12:00:00Z
AMZ-5505,SerialAbuser_52,SKU-SHIRT-552,81.00,2025-12-27T12:00:00Z,2025-12-27T12:00:00Z
AMZ-7508,NormalShopper_223,SKU-BOOK-771,26.00,2026-02-07T12:00:00Z,
AMZ-6656,NormalShopper_18,SKU-BOOK-477,49.00,2026-01-22T12:00:00Z,
AMZ-7657,NormalShopper_262,SKU-BOOK-457,26.00,2026-01-22T12:00:00Z,
AMZ-6335,SerialAbuser_135,SKU-SHIRT-278,66.00,2026-01-15T12:00:00Z,
AMZ-7235,NormalShopper_156,SKU-BOOK-746,15.00,2026-01-03T12:00:00Z,
AMZ-5026,SerialAbuser_3,SKU-SHIRT-996,111.00,2025-12-21T12:00:00Z,2025-12-22T12:00:00Z
